CaseNum,STATUS,PROGRAM,TIME,cDATE,SITE,EB1,EB2,EB3,EB4,EB5,EB6,EB7,EB8,EB9,EB10,EB11,EB12,EB13,EB14,EB15,EB16,EB17,EB18,EB19,EB20,EB21,EB22,EB23,EB24,EB25,EB26,EB27,EH1,EH2,EH3,EH4,EH5,EH6,EH7,EH8,EH9,EH10,EH11,EH12,EH13,EH14,EH15,EH16,EH17,EH18,EH19,EH20,EH21,EH22,EH23,EH24,SS1,SS2,SS3,SS4,SS5,SS6,SS7,SS8,SS9,SS10,SS11,SS12,SS13,SS14,SS15,R1,R2,SEF1,SEF2,SEF3,SEF4,SEF5,SEF6,SEF7,SEF8,GR1,GR2,GR3,GR4,GR5,GR6,GR7,GR8,SPR1,SPR2,SPR3,SPR4,SPR5,SPR6,SPR7,SPR8,SPR9,SPR10,SPR11,SPR12,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,Employed,FULLPART,YearsEmployed,MonthsEmployed,DaysEmployed,HourlyWage,HealthInsurance,Pension,PayBills,Children,Adults,Earners,HouseIncome,Welfare,MaritalStatus,Housing,HopeFuture,Life1Month,Life6Months,Life1Year,Life5Years,Age,YearBorn,Gender,Race,YearsSchool,EDULevel,YearsJobTrain
2437,0,3,2,2037.8.5,2,1,1,1,3,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,6,9,10,10,10,8,10,9,5,9,10,8,10,10,10,10,10,9,10,10,10,10,10,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,4,5,5,5,5,5,5,5,5,2,5,2,5,2,3,4,4,8,2,9,7,8,3,3,1,3,4,4,4,1,1,4,4,1,1,6,2,6,2,6,4,1,6,5,4,5,6,1,77,6,1,15,9.5,1,1,1,2,2,2,55000,0,0,1,1,1,2,2,2,25,1988,0,4,12,1,1
2437,0,3,3,2037.8.6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,3,6,9,10,10,10,10,7,9,9,7,8,10,9,8,9,7,8,9,10,10,10,9,10,10,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,4,4,5,5,5,99,99,99,99,99,1,1,1,5,2,1,5,5,5,5,5,5,5,5,2,1,2,1,1,1,1,2,2,2,2,2,6,3,6,3,6,3,1,7,4,4,2,3,99,77,99,99,99,99,99,99,99,2,2,2,40000,0,0,1,1,1,1,1,2,25,1988,0,5,12,1,7
2437,0,3,4,2037.8.7,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,8,7,7,10,10,10,8,8,9,7,8,5,9,10,10,10,10,10,10,10,10,10,8,8,4,3,5,4,5,5,5,3,4,4,5,5,4,4,77,4,4,4,5,5,4,5,5,4,5,3,5,3,5,5,3,5,5,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,1,77,5,99,99,99,0,0,1,0,0,2,70000,0,0,1,1,2,2,2,2,99,1974,0,3,16,5,20
2438,0,3,1,2037.8.8,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,3,1,10,10,10,10,10,10,6,6,10,6,10,10,10,10,10,10,10,10,10,7,10,10,10,5,4,4,5,5,5,5,5,5,3,3,3,2,3,4,1,3,3,3,4,3,3,5,5,3,4,2,4,2,5,2,2,4,5,2,7,2,8,3,8,1,1,4,4,4,4,1,1,4,4,1,2,7,2,7,1,6,4,2,7,5,5,5,6,1,77,5,99,99,99,0,0,1,0,0,2,99,0,0,99,1,3,2,2,2,39,1974,0,3,99,5,16
2438,0,3,2,2037.8.9,2,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1,3,3,1,1,1,1,1,2,3,2,2,1,7,7,7,8,9,9,6,6,8,3,6,7,7,8,8,9,8,7,7,6,8,9,9,7,4,2,5,5,4,5,4,2,3,4,1,2,2,3,77,4,4,4,4,5,5,5,5,3,5,3,3,1,4,2,2,3,4,7,6,6,5,5,6,3,4,2,3,3,3,3,2,2,4,4,4,6,1,1,2,6,2,1,3,1,1,2,2,1,99,5,6,0,0,0,0,1,0,0,2,65000,0,0,1,1,1,2,2,2,39,1974,0,3,16,5,15
2438,0,3,3,2037.8.10,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10,10,10,10,10,10,6,10,10,10,10,10,10,10,10,10,10,10,10,10,10,4,4,5,3,3,4,5,5,3,5,5,3,4,3,77,4,4,5,5,5,5,5,5,5,5,2,3,2,5,2,2,5,5,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,1,77,99,4,20,10,1,1,0,2,3,3,99,1,2,1,1,3,2,2,2,24,1989,1,2,17,3,1
2438,0,3,4,2037.8.11,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,99,99,99,99,99,99,99,99,99,99,99,99,99,10,10,10,10,10,9,10,10,9,9,10,10,99,99,99,99,99,99,99,99,99,99,99,99,4,3,5,3,4,4,4,4,4,4,2,4,4,4,77,99,99,99,99,99,5,5,4,5,5,3,2,2,5,4,3,3,4,3,7,4,7,4,7,1,1,4,4,4,4,2,2,4,4,1,1,6,4,5,2,5,4,2,6,3,6,3,6,1,77,99,2,99,10,1,1,1,99,99,99,99,99,99,99,99,1,2,2,2,24,1989,1,2,1,99,99
2439,0,3,1,2037.8.12,2,1,1,3,3,1,1,5,3,1,1,1,1,1,5,1,5,1,1,1,1,1,1,5,4,5,1,1,5,10,10,10,10,7,7,10,10,5,10,8,10,10,10,10,10,10,10,10,10,10,10,10,2,2,5,3,3,3,3,1,1,5,5,2,2,2,77,4,4,4,4,4,4,4,4,4,4,3,3,3,4,2,3,5,5,7,10,10,8,10,10,3,1,3,3,4,4,2,3,4,4,4,1,6,2,7,1,4,1,1,6,99,4,4,6,1,77,5,3,0,99,0,0,0,0,1,1,18000,0,0,0,1,2,2,2,2,55,1957,1,5,15,3,2
2439,0,3,2,2037.8.13,2,1,1,1,4,5,1,5,3,1,1,1,1,1,3,3,5,3,1,1,1,1,1,3,3,3,1,1,5,10,10,10,10,10,5,10,5,0,10,5,10,10,10,10,10,10,10,10,10,10,10,10,2,2,3,2,2,4,3,1,1,1,2,2,1,2,77,4,4,5,5,5,5,5,5,5,5,4,3,4,5,2,5,3,5,4,5,4,7,2,4,2,2,4,4,4,4,1,2,4,4,4,4,7,1,7,2,7,3,3,7,2,7,1,7,1,77,7,0,0,99,0,0,0,0,2,1,12000,0,0,0,1,1,2,2,2,55,1957,1,5,15,3,4
2439,0,3,3,2037.8.14,2,1,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,10,10,10,10,10,10,9,10,10,8,9,10,10,10,10,10,10,10,10,10,10,10,10,10,4,1,5,2,1,4,2,1,1,2,5,3,3,4,77,4,4,4,4,4,4,4,5,5,4,4,5,3,5,2,3,4,5,5,4,3,3,3,3,2,1,1,4,2,4,1,4,4,4,1,3,6,2,6,2,6,2,2,6,2,6,2,6,1,77,1,99,99,9.6,0,0,0,0,2,2,30000,0,0,1,1,2,2,2,2,53,1959,0,4,12,2,35
2439,0,3,4,2037.8.15,2,1,1,3,3,1,1,1,1,3,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,10,9,10,10,10,10,10,10,10,10,1,10,10,10,10,10,10,10,10,10,10,10,10,10,4,2,5,3,4,4,3,2,2,3,5,3,3,3,77,4,4,5,5,5,5,5,5,5,5,4,3,3,5,2,1,4,5,8,3,5,4,5,5,1,1,1,1,1,1,2,1,1,1,1,1,7,3,6,2,7,1,1,7,5,6,3,7,1,77,1,99,99,9.6,0,0,1,0,2,2,29000,0,0,0,1,2,2,2,2,54,1959,0,3,14,2,35
2440,0,3,1,2037.8.16,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,9,9,10,10,10,10,8,10,10,7,10,10,10,10,9,10,10,10,10,10,10,10,10,10,4,3,5,4,5,5,4,2,4,5,4,4,4,4,77,4,4,5,5,5,5,5,5,4,5,77,77,77,77,77,77,77,77,9,0,9,0,9,0,2,1,4,4,4,4,1,1,4,4,1,1,7,1,7,1,7,1,1,6,1,7,1,6,1,77,1,3,99,2.33,0,0,1,0,3,1,99,0,2,1,1,2,2,3,3,20,1993,1,3,14,3,0
2440,0,3,2,2037.8.17,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,99,99,99,99,99,99,99,99,99,99,99,99,99,5,99,10,10,10,9,7,10,9,5,10,10,99,99,99,99,99,99,99,99,99,99,99,99,2,2,5,4,4,4,3,1,4,3,4,4,3,4,77,99,99,99,99,99,4,4,4,3,4,3,4,3,5,3,3,4,5,10,0,10,0,10,0,2,1,4,4,3,4,1,1,4,4,1,1,6,1,7,1,7,2,1,6,3,6,1,6,1,77,1,1,4,2.33,0,0,1,99,99,99,99,99,99,99,99,1,1,1,3,19,1993,1,3,1,99,99
2440,0,3,3,2037.8.18,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,8,3,8,9,9,9,8,8,8,6,8,8,7,8,8,8,9,9,9,9,9,9,8,8,3,2,5,2,2,4,2,2,2,2,1,1,2,2,77,4,4,4,4,4,4,4,4,4,4,4,3,3,3,5,5,5,5,7,8,8,4,7,4,1,1,4,4,3,2,1,4,2,3,2,3,5,4,7,5,7,5,4,99,4,6,3,5,1,77,99,2,99,2.33,0,0,1,1,3,4,99,0,2,1,1,1,2,2,2,31,1981,1,0,16,2,99
2440,0,3,4,2037.8.19,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,8,9,9,9,9,8,9,9,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,2,5,3,5,5,3,3,3,3,1,3,3,4,77,4,4,5,4,4,4,4,4,4,4,77,77,77,77,77,77,77,77,5,1,10,3,5,5,1,1,3,4,3,3,1,2,4,3,1,1,2,1,7,1,7,1,1,6,2,5,2,7,1,77,99,1,99,2.33,0,0,1,0,1,1,99,0,2,1,1,2,2,2,2,31,1981,1,0,12,2,10
2441,0,3,1,2037.8.20,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,9,9,10,9,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10,9,10,10,10,4,4,5,4,4,4,4,3,4,4,5,5,5,5,77,4,4,5,5,5,5,5,5,5,5,3,3,2,4,2,2,3,3,5,5,10,0,10,5,2,1,3,3,3,3,1,2,3,3,2,2,5,1,5,1,5,1,1,7,1,7,1,7,1,77,2,9,6,7.25,0,0,1,0,3,2,99,0,2,1,1,2,2,2,2,20,1992,1,3,16,2,3
2441,0,3,2,2037.8.21,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,99,99,99,99,99,99,99,99,99,99,99,99,99,8,8,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,99,99,4,5,5,4,4,4,3,3,4,4,4,4,3,4,77,99,99,99,99,99,5,5,5,5,5,3,4,3,5,2,3,3,5,5,10,5,3,9,5,1,1,4,4,4,4,2,4,4,4,1,1,3,1,7,1,7,1,1,4,5,4,1,3,1,77,2,4,4,7.25,0,0,1,99,99,99,99,99,99,99,99,2,2,2,2,20,1992,1,3,2,99,99
2441,0,3,3,2037.8.22,2,1,1,1,1,1,1,1,2,5,1,1,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,10,10,10,10,10,10,9,10,9,10,1,6,10,10,6,10,10,8,10,10,10,10,10,8,1,1,1,1,3,1,1,1,1,1,1,1,1,1,3,3,4,4,4,4,4,4,4,4,4,2,4,2,5,2,2,5,5,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,1,77,1,99,99,11.11,1,1,0,2,99,1,19000,1,2,2,1,3,2,2,2,33,1979,1,2,15,99,99
2441,0,3,4,2037.8.23,2,1,2,1,1,1,2,2,4,5,1,1,1,1,1,1,5,5,5,5,1,1,1,1,4,4,1,1,10,10,10,10,10,10,8,10,10,0,7,10,10,10,8,10,10,10,10,10,10,10,10,10,2,1,4,4,4,1,4,1,3,2,2,2,1,2,3,3,4,4,3,4,4,5,5,5,5,2,1,2,5,2,1,4,5,9,2,9,1,9,2,1,1,4,4,4,4,1,1,4,4,1,1,6,2,5,1,6,1,3,2,2,6,2,6,1,77,99,10,99,11.1,1,1,0,5,2,2,18000,1,2,2,1,1,2,2,2,33,1979,1,2,4,4,15
2442,0,3,1,2037.8.24,2,1,1,1,1,5,3,1,1,5,1,1,1,1,4,3,3,1,5,3,1,1,1,1,3,1,3,1,10,9,9,9,9,9,6,10,10,5,10,10,10,10,10,10,10,10,9,9,10,10,9,9,3,2,1,1,1,1,1,1,3,3,3,3,2,1,1,3,3,4,3,4,4,4,5,4,4,2,4,1,5,3,1,5,5,0,7,1,8,1,8,2,1,3,4,3,4,2,1,4,4,2,2,5,5,4,6,5,3,1,7,2,4,4,7,1,77,0,4,99,12.26,1,1,0,1,2,2,9000,0,2,4,1,1,2,2,2,22,1991,1,2,1,1,99
2442,0,3,2,2037.8.25,2,1,1,1,1,4,3,1,1,3,1,1,1,1,1,1,4,4,3,1,1,1,1,1,1,1,1,1,10,8,10,10,10,10,10,10,10,8,10,10,9,10,10,10,10,10,10,10,10,10,9,10,3,3,2,2,3,4,4,1,3,3,4,3,2,2,3,3,3,4,4,5,4,4,4,4,4,2,4,2,5,2,2,5,5,99,1,10,1,10,1,2,2,4,4,4,4,1,1,4,4,1,1,6,1,7,1,7,1,1,7,1,7,1,7,1,77,99,5,99,99,1,1,99,1,1,1,99,0,2,0,1,1,2,2,2,22,1991,1,2,99,2,4
2442,0,3,3,2037.8.26,2,1,1,1,1,1,1,3,2,1,4,3,1,1,1,3,5,3,3,4,4,1,1,1,5,3,5,1,10,10,10,10,10,10,10,10,10,1,6,10,10,10,10,10,8,4,7,7,10,10,10,10,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,5,5,5,5,5,5,4,4,3,4,2,5,2,1,5,5,1,3,3,7,4,5,3,2,3,2,3,3,2,2,3,2,3,2,5,2,6,3,5,2,1,1,2,4,3,4,0,77,77,77,77,77,77,77,0,2,1,1,30000,0,4,0,1,1,1,1,2,35,1978,1,2,99,4,99
2442,0,3,4,2037.8.27,2,1,1,2,2,2,2,1,1,1,1,1,1,1,2,3,3,2,3,1,1,1,1,2,1,2,2,1,7,6,8,10,10,9,6,10,9,6,9,10,9,10,9,10,8,7,8,7,8,10,9,10,3,3,1,4,2,4,2,1,2,3,5,1,2,2,4,3,3,5,4,5,5,5,5,4,4,4,4,3,5,4,3,5,4,10,2,10,1,9,1,1,3,3,3,4,2,1,1,4,4,4,4,5,1,5,1,5,2,1,5,5,7,3,5,1,77,6,9,99,9,0,0,0,1,1,1,15000,1,4,4,1,1,3,2,2,44,1969,1,3,7,5,99
2443,0,3,1,2037.8.28,2,1,1,2,3,1,1,1,3,1,1,1,1,1,1,2,2,2,1,1,1,1,1,2,1,2,1,1,8,7,7,8,8,7,7,7,6,6,7,8,8,8,8,10,6,7,7,7,8,8,8,9,5,4,5,5,4,5,4,3,3,3,4,3,4,4,77,3,3,4,4,4,4,4,4,3,4,2,4,2,5,2,2,5,5,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,1,77,8,8,6,12.55,1,1,1,0,2,2,99,0,0,0,1,1,2,2,2,27,1985,1,3,7,2,0
2443,0,3,2,2037.8.29,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,2,1,10,10,10,10,10,10,10,10,8,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,77,3,3,5,5,5,5,5,5,4,4,3,3,1,5,1,3,5,5,5,2,5,1,9,4,1,1,4,4,4,4,1,1,4,3,1,1,6,5,5,3,5,1,1,5,5,5,1,6,1,77,99,3,99,9,0,0,0,0,4,1,35000,0,0,4,1,1,1,2,2,42,1971,1,3,5,5,20
2443,0,3,3,2037.8.30,2,5,4,4,4,3,3,2,1,4,5,5,4,4,3,1,2,2,1,1,1,1,1,1,1,1,1,1,9,9,9,9,9,10,8,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,5,4,5,5,5,5,5,4,4,5,5,3,4,5,77,3,3,5,5,5,5,4,4,3,4,3,4,2,4,3,3,5,5,8,2,10,5,8,3,1,1,4,4,4,4,1,1,4,4,1,1,6,3,7,2,7,2,1,7,7,5,1,7,1,77,1,1,0,14,1,1,1,0,4,2,100000,0,0,4,1,1,2,2,2,44,1971,1,3,6,5,25
2443,0,3,4,2037.8.31,2,3,1,1,1,1,2,1,1,1,1,1,1,1,2,2,4,1,2,1,1,1,1,1,1,1,1,1,10,10,10,10,10,8,10,10,10,10,10,10,7,10,10,10,10,10,10,10,10,10,8,10,5,4,1,5,5,5,5,2,2,3,4,2,5,4,5,4,3,5,5,5,5,5,5,5,5,77,77,77,77,77,77,77,77,8,1,8,1,8,1,1,1,3,4,3,4,1,2,4,4,1,1,7,2,7,2,7,1,1,7,1,7,1,7,1,77,4,6,99,14.16,1,0,1,2,2,2,60000,1,2,0,1,2,2,2,2,27,1985,1,3,4,3,6
2444,0,3,1,2037.9.1,2,5,3,5,5,4,4,1,4,4,5,4,3,3,4,4,4,4,4,4,5,5,5,5,5,4,4,4,8,7,8,8,8,7,6,7,7,8,9,10,8,9,8,9,8,8,8,8,9,9,8,10,3,1,5,3,4,4,3,1,3,2,4,2,2,2,1,2,1,4,4,4,4,4,4,3,4,3,4,2,5,2,2,4,5,9,3,10,4,7,3,2,2,3,4,3,3,2,2,3,3,2,2,5,1,4,1,5,1,3,6,1,4,1,5,1,77,5,99,99,13.5,1,1,0,2,2,2,60000,0,0,1,1,1,1,2,2,30,1982,1,3,12,2,12
2444,0,3,2,2037.9.2,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,8,8,10,10,10,10,10,9,9,9,10,10,9,9,9,9,9,9,9,9,10,10,10,9,4,3,5,4,5,5,4,2,2,2,5,3,3,3,4,4,3,5,5,5,5,4,4,3,4,3,3,3,5,2,2,4,5,8,3,8,4,8,4,2,2,3,3,3,3,2,2,3,3,2,2,5,4,6,6,6,1,1,7,2,7,2,7,1,77,7,0,0,14,1,1,0,3,2,2,60000,0,0,1,1,1,1,2,2,32,1982,1,3,2,4,3
2444,0,3,3,2037.9.3,2,1,1,3,3,1,1,1,3,1,1,1,1,1,3,99,99,99,99,99,99,99,99,99,99,99,99,99,7,4,10,6,10,10,2,10,8,1,8,9,9,9,7,10,10,10,7,7,6,6,10,10,2,2,4,2,3,4,3,1,2,3,4,1,3,2,4,4,4,4,4,3,4,4,3,3,4,2,5,1,5,1,1,5,5,10,0,10,0,10,0,3,1,3,4,3,4,3,3,3,3,2,3,5,4,7,3,7,2,1,7,1,7,3,7,0,77,77,77,77,77,77,77,0,2,2,1,45000,0,0,0,1,2,1,1,2,31,1982,1,3,0,2,3
2444,0,3,4,2037.9.4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,9,9,10,10,10,10,4,3,3,4,4,4,3,1,1,2,4,3,3,3,3,4,4,5,5,5,5,5,5,5,4,2,4,2,5,1,2,5,5,0,5,5,5,5,5,1,1,4,4,4,4,1,3,4,4,4,4,5,4,5,2,5,2,2,6,2,6,2,5,1,77,3,99,99,11.75,1,1,0,3,2,2,20000,1,0,0,1,2,2,2,2,28,1984,1,2,14,2,1
2445,0,3,1,2037.9.5,2,99,1,4,5,1,1,1,3,5,1,1,1,1,4,2,5,4,99,1,1,1,4,5,4,4,1,1,4,4,7,10,10,6,4,4,6,6,10,10,10,10,6,10,6,4,6,7,9,9,6,9,3,2,1,1,3,1,1,1,1,3,1,2,3,5,5,2,3,4,2,3,2,4,4,3,2,2,4,3,5,2,2,5,5,0,5,5,5,5,5,1,1,4,4,4,4,1,3,4,4,4,4,5,4,5,2,5,2,2,6,2,6,2,5,0,77,77,77,77,77,77,77,1,6,2,0,7000,1,0,3,1,3,2,3,2,37,1976,0,3,3,3,1
2445,0,3,2,2037.9.6,2,1,1,2,4,2,3,1,3,1,1,1,1,1,1,2,3,3,1,1,1,1,1,1,2,1,1,1,7,6,8,8,8,7,2,5,5,3,5,7,7,7,9,9,8,5,6,5,6,6,5,6,4,1,5,5,5,5,4,2,2,1,3,1,1,4,1,3,3,4,4,4,4,4,4,4,4,77,77,77,77,77,77,77,77,10,10,10,10,10,10,4,4,4,4,4,4,4,4,3,3,3,3,1,1,7,7,5,7,6,7,6,6,6,6,1,77,4,99,99,8.28,0,0,0,2,2,2,55000,0,0,1,1,1,1,2,2,45,1967,1,3,99,5,7
2445,0,3,3,2037.9.7,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,4,3,5,4,5,5,4,3,4,4,5,3,3,4,3,3,4,4,5,5,5,5,5,4,4,2,4,1,5,3,2,5,5,0,10,0,10,0,0,1,1,4,4,4,4,1,1,4,4,1,1,3,3,5,3,4,7,5,2,5,2,5,2,1,77,3,9,99,13,1,1,99,2,1,1,99,0,4,1,1,2,2,2,2,54,1958,1,2,13,3,20
2445,0,3,4,2037.9.8,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,5,5,3,3,3,3,4,3,3,5,5,5,5,5,77,4,4,5,5,5,5,5,5,5,5,2,4,2,5,2,2,5,5,0,0,0,0,0,0,1,1,4,4,4,4,1,1,4,4,1,1,1,6,4,6,2,5,4,4,4,3,5,3,99,77,99,99,99,99,99,99,99,0,2,1,99,0,2,0,1,2,2,2,2,21,1992,1,5,4,1,0
2446,0,3,1,2037.9.9,2,1,3,1,1,5,5,1,1,1,1,1,1,1,1,1,3,1,5,5,1,1,1,1,1,1,1,1,9,9,9,9,9,9,8,8,9,9,9,10,10,10,9,10,10,10,10,10,10,10,10,10,5,3,1,5,5,5,5,3,3,4,5,5,4,3,5,4,4,5,4,4,5,5,5,4,3,2,4,2,5,2,1,5,5,10,0,10,1,10,0,1,1,4,4,4,4,1,1,4,2,1,1,6,7,2,7,5,7,6,4,5,6,4,2,1,77,99,10,99,7.25,0,0,1,2,2,3,99,0,2,0,1,1,2,2,2,27,1985,1,2,12,1,0
2446,0,3,2,2037.9.10,2,1,2,4,4,1,1,1,4,1,1,1,1,1,3,1,4,4,1,1,1,1,1,3,1,1,1,1,8,8,8,9,10,9,8,9,9,8,9,9,8,9,9,10,9,9,9,9,8,7,8,7,4,2,5,4,5,5,4,2,2,3,3,2,2,3,77,4,3,4,3,4,4,4,4,4,4,2,5,2,5,2,2,5,5,10,10,10,10,10,10,3,1,3,4,2,4,1,1,3,4,1,1,7,1,7,4,7,6,1,6,1,6,1,7,1,77,1,99,99,10.75,1,0,0,0,4,4,160000,0,2,4,1,2,2,2,2,23,1989,1,3,16,5,2
2446,0,3,3,2037.9.11,2,1,2,4,4,2,1,2,3,3,1,1,1,2,4,1,2,3,2,3,1,1,1,2,2,2,3,4,5,7,6,7,9,7,7,10,6,5,6,7,5,6,9,6,4,5,6,6,7,9,8,8,3,3,2,4,2,2,3,4,4,3,3,3,2,1,3,4,2,3,3,4,4,3,4,5,4,3,4,3,4,2,2,4,4,5,0,10,0,10,0,2,1,3,4,3,4,1,2,3,3,1,2,5,2,7,2,6,3,1,4,1,6,1,6,0,77,77,77,77,77,77,77,99,2,3,2,99,1,2,0,1,3,99,99,99,99,33,0,2,11,1,0
2446,0,3,4,2037.9.12,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,4,3,3,3,1,1,1,1,2,1,1,5,10,10,10,10,10,10,5,10,10,10,10,10,10,10,10,10,10,7,10,7,10,10,10,10,4,1,1,3,1,3,2,1,1,1,2,1,4,2,1,4,4,4,4,4,5,5,5,5,4,3,5,5,5,3,2,5,5,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,0,77,77,77,77,77,77,77,0,4,1,1,2100,1,2,0,1,1,2,2,2,29,1983,1,2,4,1,8
2447,0,3,1,2037.9.13,2,1,1,3,3,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,1,8,7,9,10,10,9,5,5,7,7,8,10,6,6,7,7,7,7,7,7,5,7,7,7,4,3,4,5,5,5,4,2,4,3,3,4,1,3,5,2,3,3,3,4,3,3,3,3,3,3,3,2,4,3,3,4,4,5,10,10,5,10,5,2,3,3,3,3,4,1,2,4,4,2,3,5,4,5,4,7,5,1,6,1,6,1,6,1,77,1,99,99,9.5,1,1,1,3,1,2,13000,0,2,0,1,1,2,2,2,37,1975,1,2,4,1,1
2447,0,3,2,2037.9.14,2,1,1,1,1,1,1,1,1,1,1,1,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,10,9,10,10,10,10,8,10,10,7,10,10,99,99,99,99,99,99,99,99,99,99,99,99,4,4,5,5,5,4,5,4,5,5,4,3,5,3,4,99,99,99,99,99,5,5,5,4,4,3,3,2,4,3,3,4,4,8,10,10,4,10,10,3,1,3,1,1,1,1,1,1,1,2,1,5,1,7,1,4,1,99,99,99,99,99,99,0,77,77,77,77,77,77,77,1,99,99,99,99,99,99,99,99,2,2,2,2,99,99,0,2,99,99,99
2447,0,3,3,2037.9.15,2,5,5,5,3,1,1,2,3,1,1,1,1,1,3,1,3,3,3,3,1,1,1,1,1,2,1,1,9,10,9,10,10,10,8,10,9,2,9,9,7,10,9,10,10,10,9,9,9,9,10,8,2,2,4,2,4,4,4,2,3,4,3,1,2,1,4,3,3,4,4,4,5,4,4,4,4,5,5,5,5,5,5,4,4,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,1,77,0,11,99,13.04,1,1,0,1,2,2,30000,0,2,0,1,2,2,3,3,38,1974,1,6,12,1,20
2447,0,3,4,2037.9.16,2,1,1,3,2,3,1,1,1,1,1,1,1,1,1,1,5,2,1,1,1,1,1,1,2,1,1,1,8,9,10,10,10,10,5,8,7,5,9,8,8,9,9,10,9,9,8,8,9,9,8,8,2,1,1,1,3,4,4,2,1,2,1,1,1,2,1,4,4,4,4,4,5,5,5,5,4,3,4,3,5,1,1,5,5,6,5,5,7,6,5,2,4,3,3,3,3,3,2,2,2,3,3,4,4,4,3,4,3,3,4,4,4,4,4,1,77,2,0,0,8.5,0,0,0,0,1,1,12000,1,4,0,1,1,2,2,2,47,1966,1,2,12,99,99
